name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,sea food,coffe,delivery,burger shop,online order,City,Street
פאט ויני,9.1,1374,מחיר יקר,1333,לא כשר,"פרופ' דן שכטמן 10, חדרה",0,1,0,0,0,0,1,0,1,חדרה,פרופ' דן שכטמן 10
מקלות וניל,8.8,4383,מחיר סביר,614,כשר,"יהושע חנקין 9, עפולה",0,1,0,0,0,1,0,0,1,עפולה,יהושע חנקין 9
פיצה פרגו,0,11,מחיר זול,0,כשר,"מגה אור רמי לוי, אריאל",0,1,0,0,0,0,1,0,1,אריאל,מגה אור רמי לוי
הסאלוף,8.7,177,מחיר סביר,343,כשר • ייצור בהתאמה אישית,"ההגנה 16, פתח תקווה",0,0,0,0,0,0,1,0,1,פתח תקווה,ההגנה 16
סושימן,8.6,85,ציון העסק 8.6,365,משלוחים בלבד,"השפלה, גדרה",1,0,0,0,0,0,1,0,1,גדרה,השפלה
כפרית בטאבון,8.7,1341,מחיר זול,935,כשר,"שיר השירים, ברכיה",0,1,0,0,0,0,0,0,1,ברכיה,שיר השירים
ביגה,0,0,מחיר סביר,0,לא כשר,"שדרות ירושלים 218, חולון",0,0,0,0,0,1,0,0,0,חולון,שדרות ירושלים 218
Queens bar kitchen,8.9,697,ציון העסק 8.9,938,כשר,"צומת האמיר, אזור גולן צפוני",0,0,0,0,0,0,1,1,1,אזור גולן צפוני,צומת האמיר
פיצה ארטישוק,8.7,287,ציון העסק 8.7,530,כשר,"כיכר הנשיא, שדרות",0,1,0,0,0,0,1,0,0,שדרות,כיכר הנשיא
הרפת של דוד,8.6,1482,ציון העסק 8.6,333,כשר,"מרכז מסחרי כוכב יוקנעם, יוקנעם עילית",0,0,0,0,0,1,0,0,0,יוקנעם עילית,מרכז מסחרי כוכב יוקנעם
קפה לנדוור,7.9,832,מחיר סביר,305,כשר,"שדרות מנחם בגין 38, גבעת שמואל",0,1,0,0,0,1,1,0,1,גבעת שמואל,שדרות מנחם בגין 38
בהדונס,8,450,מחיר זול,174,כשר,"המלך חסן השני 10, קרית עקרון",0,0,0,0,0,0,0,0,0,קרית עקרון,המלך חסן השני 10
אלומה,8.8,1208,מחיר סביר,527,לא כשר,"אלון 16, מעלות תרשיחא",0,0,0,0,0,0,0,0,0,מעלות תרשיחא,אלון 16
אצה סושי בר,8.3,2561,מחיר סביר,466,לא כשר,"גלבוע 1, נוף הגליל",1,0,0,0,0,0,1,0,1,נוף הגליל,גלבוע 1
המעדנייה אבן יהודה,8.9,275,מחיר זול,370,כשר,"המייסדים 63, אבן יהודה",0,0,1,0,0,0,1,0,1,אבן יהודה,המייסדים 63
הלבנונית אבו שקרי ואחיו,0,1,מחיר סביר,0,לא כשר,אריאל,0,0,0,0,0,0,0,0,0,אריאל,
בלאק בר בורגר,7.5,774,מחיר סביר,258,מושגח ללא תעודה,"יס פלאנט, רמת גן",0,0,1,0,0,0,1,1,1,רמת גן,יס פלאנט
אינדיאנה גריל בר,8.2,1281,מחיר סביר,326,לא כשר,תעשיון בר לב,0,1,1,0,1,0,0,0,1,תעשיון בר לב,
ברטוב,8.7,242,מחיר זול,433,לא כשר,"יהושע רבינוביץ 58, חולון (מרכז מסחרי דר גת סנטר)",0,0,0,0,0,0,1,0,0,חולון (מרכז מסחרי דר גת סנטר),יהושע רבינוביץ 58
המטבח של סימה,7.9,808,מחיר זול,333,כשר,"עופר הקניון הגדול, פתח תקווה",0,0,0,0,0,0,1,0,1,פתח תקווה,עופר הקניון הגדול
קפה בר אצל בן,0,18,0,0,לא כשר,"הבנאים 3, אשדוד (פורום)",0,0,0,0,0,1,1,0,0,אשדוד (פורום),הבנאים 3
beef,8.4,1157,מחיר זול,573,כשר,"צאלון 21, מודיעין מכבים רעות (מודיעין סנטר)",0,0,1,0,0,0,1,1,1,מודיעין מכבים רעות (מודיעין סנטר),צאלון 21
לבריאות,8.1,1553,מחיר סביר,161,כשר,"העמל 1, רעננה",0,0,0,0,0,0,1,0,1,רעננה,העמל 1
אצה אקספרס,8.1,493,מחיר סביר,463,כשר,"שדרות אח""י אילת 55, חיפה",1,0,0,0,0,0,1,0,1,חיפה,"שדרות אח""י אילת 55"
רולס מיט,8.3,946,ציון העסק 8.3,368,כשר,"דרך מצדה 6, באר שבע (מרכז הנגב)",0,0,1,0,0,0,1,0,0,באר שבע (מרכז הנגב),דרך מצדה 6
55 Beers,8.6,1803,מחיר סביר,408,לא כשר,"נעמי 4, ירושלים",0,0,0,0,0,0,1,0,1,ירושלים,נעמי 4
פיצה נתיבות,8.1,33,ציון העסק 8.1,223,כשר,"הרב מסעוד אלפסי, נתיבות",0,1,0,0,0,0,1,0,0,נתיבות,הרב מסעוד אלפסי
מסעדת פרגמון,8.8,1153,מחיר סביר,182,לא כשר,"הלני המלכה 7, ירושלים",0,0,0,0,0,0,1,0,1,ירושלים,הלני המלכה 7
קובה גוטה,8.8,2959,מחיר זול,286,כשר,"ז'בוטינסקי 50, טירת כרמל",0,0,0,0,0,0,1,0,1,טירת כרמל,ז'בוטינסקי 50
בליקר בייקרי,7.6,1308,מחיר סביר,489,כשר,"מרכז המושבה גדרה, גדרה",0,1,0,0,0,1,0,0,0,גדרה,מרכז המושבה גדרה
שוואטינא,8.5,3191,מחיר סביר,413,לא כשר,"העלייה השנייה 90, חיפה",0,0,0,1,0,0,0,0,0,חיפה,העלייה השנייה 90
אושי אושי,8.2,1012,מחיר סביר,267,כשר,"ז'בוטינסקי 3, הוד השרון (קניון עזריאלי הוד השרון)",1,0,0,0,0,0,1,0,1,הוד השרון (קניון עזריאלי הוד השרון),ז'בוטינסקי 3
ריבר,0,360,מחיר סביר,0,כשר,"ספיר 1, הרצליה (אמפא קפיטל)",1,0,0,0,0,0,1,0,1,הרצליה (אמפא קפיטל),ספיר 1
אושי אושי,0,69,מחיר סביר,0,כשר,"קניון נעימי, בית שמש",1,0,1,0,0,0,1,0,1,בית שמש,קניון נעימי
צ'ולנט בר,0,200,מחיר סביר,0,לא כשר,"משמר העם 5, ירושלים",0,0,0,0,0,0,1,0,1,ירושלים,משמר העם 5
בלאק בר בורגר,8.1,2671,מחיר סביר,396,לא כשר,"ויצמן 301, כפר סבא (מתחם G כפר סבא)",0,0,1,0,0,0,1,1,1,כפר סבא (מתחם G כפר סבא),ויצמן 301
קדירה חמה אוכל מוכן,8.3,700,מחיר זול,220,כשר,"שוהם 7, פתח תקווה",0,0,1,1,0,0,1,0,0,פתח תקווה,שוהם 7
Tranquilo טרנקילו אסאי,8.9,205,ציון העסק 8.9,552,כשר • דוכן,"הרצל 6, גדרה",0,1,0,0,0,1,0,0,0,גדרה,הרצל 6
טאטאמי הכשרה,8.6,1471,מחיר סביר,1002,כשר,"קדושי יאסי 2, חיפה (גן הקונגרסים)",1,0,0,0,0,0,1,0,1,חיפה (גן הקונגרסים),קדושי יאסי 2
לה סטורי,7.5,44,ציון העסק 7.5,373,כשר,"האייל 16, ירושלים",0,1,0,0,0,1,1,0,0,ירושלים,האייל 16
טורו,0,67,0,0,כשר,"שדרות ירושלים 1, נתיבות",0,0,1,0,0,0,0,0,0,נתיבות,שדרות ירושלים 1
צ'וקה,7.6,809,מחיר סביר,228,כשר,"קניון הזהב, ראשון לציון",1,0,1,0,0,0,1,0,1,ראשון לציון,קניון הזהב
ג'פניקה,7.7,734,מחיר סביר,663,כשר,"מבנה עפולה, עפולה",1,0,0,0,0,0,1,0,1,עפולה,מבנה עפולה
פאפא אנג'לו,8.6,24,ציון העסק 8.6,281,לא כשר,קציר,0,1,0,0,0,0,1,0,1,קציר,
איזבלה בר,8.4,1400,מחיר סביר,341,לא כשר,"מחניים 8, חיפה",0,1,1,0,0,0,0,0,1,חיפה,מחניים 8
אושי אושי,7.5,619,מחיר סביר,299,כשר,"קניון הזהב, ראשון לציון",1,0,0,0,0,0,1,0,0,ראשון לציון,קניון הזהב
Roots,9,1653,מחיר סביר,700,כשר,"וייצמן 1, עכו",0,0,1,0,0,0,0,0,1,עכו,וייצמן 1
הפי פיש,8.6,1614,מחיר סביר,608,כשר,"אלרוב שדרות ממילא, ירושלים",0,1,0,1,1,0,0,0,1,ירושלים,אלרוב שדרות ממילא
בני הדייג,7.1,1708,מחיר סביר,289,לא כשר,"השונית, הרצליה",0,0,0,0,1,0,0,0,0,הרצליה,השונית
המקסיקני,0,10,מחיר סביר,0,לא כשר,"אוסקר שינדלר, באר שבע",0,0,0,0,0,0,0,0,0,באר שבע,אוסקר שינדלר
מעל הים,8.5,98,ציון העסק 8.5,0,מושגח ללא תעודה,עין הוד,0,0,0,0,0,0,0,0,1,עין הוד,
אודיז,8.6,105,מחיר סביר,276,לא כשר,כפר גלעדי,1,0,1,0,0,0,0,0,0,כפר גלעדי,
גישמאק,0,1,סביר,0,כשר,"משעול הרי""ף, קרית יערים",0,0,0,0,0,0,0,0,0,קרית יערים,"משעול הרי""ף"
השוק 34,0,160,מחיר סביר,0,לא כשר,"השוק 8, עפולה",0,0,0,0,0,0,1,0,1,עפולה,השוק 8
אצה סושי בר,0,1,מחיר סביר,0,לא כשר,טירה,1,0,0,0,0,0,1,0,1,טירה,
פורטו מיט,8.2,399,מחיר סביר,473,כשר,"שדרות נים 2, ראשון לציון (קניון עזריאלי ראשונים)",0,0,1,0,0,0,1,1,1,ראשון לציון (קניון עזריאלי ראשונים),שדרות נים 2
קפה לנדוור,7.8,1982,מחיר סביר,198,לא כשר,"שדרות הנשיא 134, חיפה",0,0,0,0,0,1,1,0,1,חיפה,שדרות הנשיא 134
מרלו,7.4,68,מחיר סביר,224,כשר,שילה,0,1,0,0,0,1,0,0,0,שילה,
כרמים בית של אוכל ויין,8.1,59,ציון העסק 8.1,1055,לא כשר,"מוטי קינד 10, רחובות (מרכז סנטרו)",0,0,1,0,0,0,0,0,1,רחובות (מרכז סנטרו),מוטי קינד 10
הקוסקוס של ז'קלין,0,61,0,0,לא כשר,"שומרון 64, באר שבע",0,0,0,0,0,0,0,0,0,באר שבע,שומרון 64
כף הזהב,7.5,57,מחיר סביר,60,לא כשר,"סלאח א דין, עכו",0,0,0,0,0,0,0,0,0,עכו,סלאח א דין
פיגם,0,9,דירוג undefined,0,לא כשר,"אמפי עין הוד, עין הוד",0,0,1,1,1,0,0,0,1,עין הוד,אמפי עין הוד
בורגרס בר,8.1,182,מחיר סביר,109,לא כשר,"שמואל בייט 12, ירושלים",0,0,1,0,0,0,1,1,1,ירושלים,שמואל בייט 12
Dudi's Fish and Meat דודי'ס גבעתיים,8.3,974,מחיר סביר,78,כשר,"כצנלסון 48, גבעתיים",0,0,0,0,0,0,1,0,1,גבעתיים,כצנלסון 48
הצ'ולנט של אליהו,0,0,סביר,0,כשר,בית שמש,0,0,1,0,0,0,0,0,0,בית שמש,
טאשי גרוזיני בטעם הבית,7.1,12,ציון העסק 7.1,0,כשר,"טבת, אשקלון",0,0,1,1,0,0,0,0,0,אשקלון,טבת
הג'חנון של שמחה,8.7,486,מחיר זול,371,לא כשר,גבעת יערים,0,0,0,0,0,0,0,0,0,גבעת יערים,
בית הבירה רעננה,8.3,109,מחיר זול,290,כשר,"בורוכוב 6, רעננה",0,1,1,0,0,0,0,0,0,רעננה,בורוכוב 6
TAI espresso bar,0,36,דירוג 10,0,לא כשר,"שדרות גושן 4, קרית מוצקין",0,1,1,0,0,1,1,0,1,קרית מוצקין,שדרות גושן 4
אושי אושי,8.5,367,מחיר סביר,333,כשר,"שדרות החוצבים, מבשרת ציון",1,0,0,0,0,0,1,0,1,מבשרת ציון,שדרות החוצבים
קפה גרג,7.9,118,מחיר סביר,590,כשר,"מגה אור רמי לוי, אריאל",0,1,0,0,0,1,1,0,0,אריאל,מגה אור רמי לוי
קפה גרג,7.9,118,מחיר סביר,590,כשר,"מגה אור רמי לוי, אריאל",0,1,0,0,0,1,1,0,0,אריאל,מגה אור רמי לוי
בורגרים,8.2,482,מחיר סביר,508,כשר,"שדרות מנחם בגין 8, עפולה",0,0,1,0,0,0,1,1,1,עפולה,שדרות מנחם בגין 8
אמיגוס,9.2,1643,מחיר סביר,1047,כשר,"שדרות יובל יניב, קרית שמונה",0,0,1,1,0,0,1,0,1,קרית שמונה,שדרות יובל יניב
מסעדת אל ואדי,8.4,193,מחיר סביר,243,לא כשר,מצפה הילה,0,0,1,0,0,0,1,0,0,מצפה הילה,
DunyaZad,8.5,270,מחיר סביר,103,לא כשר,עראבה,0,0,1,0,0,0,0,0,0,עראבה,
פסטה בסטה,8.7,2133,מחיר זול,607,כשר,"רינגלבלום 19, באר שבע",0,1,0,0,0,1,1,0,1,באר שבע,רינגלבלום 19
המשביע,0,31,0,0,כשר,"הבזאר הטורקי, עכו",0,1,0,1,0,0,0,0,0,עכו,הבזאר הטורקי
קפה קפה,7.6,399,מחיר סביר,0,לא כשר,"צומת יסוד המעלה, אזור עמק חולה",0,0,0,0,0,1,0,0,0,אזור עמק חולה,צומת יסוד המעלה
אצל כיוף מהנחל,8.6,284,מחיר זול,637,לא כשר,"פארק איטליה נחל אלכסנדר, מעברות",0,0,0,0,0,0,0,0,0,מעברות,פארק איטליה נחל אלכסנדר
אסאדו דורון,0,9,0,0,כשר,"העלייה 44, כפר יונה",0,0,1,0,0,0,0,0,0,כפר יונה,העלייה 44
קפה קפה,7.6,507,מחיר סביר,59,לא כשר,"עופר גרנד קניון, חיפה",0,0,1,0,0,1,1,0,0,חיפה,עופר גרנד קניון
שווארמה ראש העיר,8.6,1902,מחיר סביר,1201,כשר,"הרצל 31, אשקלון",0,0,1,0,0,0,1,0,0,אשקלון,הרצל 31
Aywa,7,35,ציון העסק 7,175,כשר,"אורט, אשדוד",0,0,1,0,0,0,1,0,0,אשדוד,אורט
קאסה דל פפה,8.3,240,מחיר זול,621,כשר,"הנשיא וייצמן 37, חדרה",0,1,0,0,0,0,1,0,0,חדרה,הנשיא וייצמן 37
זוארס,0,2,ציון העסק 8.2,0,לא כשר,"אסתר המלכה, קרית גת",0,0,1,0,0,0,0,0,0,קרית גת,אסתר המלכה
מסעדת אלנסים,8.3,243,מחיר זול,48,לא כשר,"שכונת אל מסלוקה, טמרה",0,0,0,0,0,0,0,0,0,טמרה,שכונת אל מסלוקה
Mexicaneez,7.5,762,ציון העסק 7.5,615,כשר,"שדרות אח""י אילת 15, חיפה",0,0,1,0,0,0,1,1,1,חיפה,"שדרות אח""י אילת 15"
אלואדי,8.4,860,מחיר סביר,0,לא כשר,דייר חנא,0,0,0,0,0,0,0,0,0,דייר חנא,
מלון ענבר,7.6,2012,ציון העסק 7.6,73,כשר,"יהודה 38, ערד",0,0,0,0,0,1,0,0,1,ערד,יהודה 38
גוצ'ה רמת החייל,8.9,3969,מחיר יקר,784,לא כשר,"הברזל 7, תל אביב יפו",0,0,0,0,1,0,1,0,1,תל אביב יפו,הברזל 7
יש פה פיצה,8.6,300,מחיר זול,325,כשר,"שדרות הגעתון 35, נהריה",0,1,0,0,0,0,1,0,0,נהריה,שדרות הגעתון 35
פיצה איטליאנו קדימה,8.6,249,מחיר זול,507,כשר,"גורדון 52, קדימה צורן",0,1,0,0,0,0,1,0,1,קדימה צורן,גורדון 52
לה פטיט פריז קונדיטוריה,8.4,72,ציון העסק 8.4,243,לא כשר,"הגפן, עין יעקב",0,1,0,0,0,1,1,0,0,עין יעקב,הגפן
ביגה,7.6,307,מחיר סביר,367,כשר,"עופר רחובות, רחובות",0,1,0,0,1,1,1,0,1,רחובות,עופר רחובות
Swing bar,0,0,ציון העסק 7.1,0,לא כשר,"ביאליק 40, רמת גן",0,0,0,0,0,0,0,0,0,רמת גן,ביאליק 40
Ben's,8.5,173,מחיר זול,102,לא כשר,"גלגלי הפלדה 5, כפר סבא",0,0,0,0,0,0,0,0,0,כפר סבא,גלגלי הפלדה 5
קפה בפינה,8.2,74,ציון העסק 8.2,152,כשר,"ניס, שדרות",0,0,0,0,0,1,1,0,0,שדרות,ניס
Tamar Gardens גני תמר מסעדת בשרים,7.8,43,ציון העסק 7.8,171,כשר,"הנגב 18, קרית ים",0,0,1,0,0,0,0,0,0,קרית ים,הנגב 18
קזבלן חומוס עם כבוד,8.5,724,מחיר סביר,207,כשר,"הרצל 183, רחובות",0,0,0,0,0,0,1,0,1,רחובות,הרצל 183
אצל גוטה קפה ומעדנייה,8.5,38,ציון העסק 8.5,627,לא כשר,"נוף השרון 2, מתן",0,0,0,0,0,1,1,1,0,מתן,נוף השרון 2
פיירשטיין שווארמה על גחלים,8.2,476,מחיר זול,574,כשר,"שדרות אבא אבן 12, הרצליה",0,0,1,0,0,0,1,0,1,הרצליה,שדרות אבא אבן 12
Moses Shop,0,4,מחיר סביר,0,כשר,"קניון פרץ סנטר, דימונה",0,0,1,0,0,0,0,1,0,דימונה,קניון פרץ סנטר
Kipi Bar,0,4,ציון העסק 8.8,0,לא כשר,"וייצמן 65, נהריה",0,0,0,0,0,0,0,0,0,נהריה,וייצמן 65
אושי אושי גן הצפון,8,197,מחיר סביר,1077,כשר,הגושרים,1,0,0,0,0,0,1,0,1,הגושרים,
הנשיא1,0,1,ציון העסק 7.2,0,כשר,"צפניה 7, אשקלון",0,0,1,0,0,0,1,1,1,אשקלון,צפניה 7
קפה ויז'ן,0,1,0,0,לא כשר,"צבי בורנשטיין, ירוחם",0,0,0,0,0,1,0,0,0,ירוחם,צבי בורנשטיין
ג'ויה,8.1,3943,מחיר סביר,437,לא כשר,"הברזל 4, תל אביב יפו",0,1,0,0,0,0,1,0,1,תל אביב יפו,הברזל 4
שאפל בר,9.1,3337,מחיר סביר,1057,לא כשר,"פלורנטין 19, תל אביב יפו",0,0,0,0,0,0,1,0,1,תל אביב יפו,פלורנטין 19
שיוסה,8.1,98,מחיר סביר,53,לא כשר,"הרב אברהם יצחק הכהן קוק 57, בני ברק",0,0,1,0,0,0,0,0,0,בני ברק,הרב אברהם יצחק הכהן קוק 57
יומה,8.7,898,מחיר סביר,762,כשר,"המייסדים 4, בנימינה גבעת עדה",1,0,1,0,0,0,1,0,1,בנימינה גבעת עדה,המייסדים 4
ג'וסילין,8,27,מחיר סביר,36,כשר,"גלעד 4, פרדס חנה כרכור",0,0,0,0,0,1,1,0,1,פרדס חנה כרכור,גלעד 4
הגבינות של מיאסה,8.1,181,ציון העסק 8.1,327,לא כשר,עיספיא,0,0,0,0,0,0,0,0,1,עיספיא,
טעמו וראו,0,13,0,0,כשר,אור הגנוז,0,0,1,0,0,0,1,0,0,אור הגנוז,
גומבה,9,3389,מחיר סביר,1558,לא כשר,"ישפרו פלאנט, באר שבע",0,1,0,0,0,1,1,0,1,באר שבע,ישפרו פלאנט
ליברמן,0,10,0,0,פודטראק,"אירית 2, נהריה (קניון נהריה)",0,1,0,0,0,0,0,0,0,נהריה (קניון נהריה),אירית 2
קפה מוניטין,8.2,1525,מחיר סביר,447,כשר,"ירושלים 70, צפת",0,1,0,0,1,1,1,0,1,צפת,ירושלים 70
G sushi,0,0,0,0,מושגח ללא תעודה,אליפלט,1,0,0,0,0,0,1,0,0,אליפלט,
זהרה בכרכור,8.7,132,מחיר סביר,1060,כשר,"המייסדים 27, פרדס חנה כרכור",0,1,0,0,0,1,1,0,1,פרדס חנה כרכור,המייסדים 27
פינוקי האוכל של כרמל,8.8,371,ציון העסק 8.8,442,לא כשר,"היהלום 5, נתניה (שוק)",0,0,0,0,0,0,0,0,0,נתניה (שוק),היהלום 5
מסעודה עפולה,8,118,מחיר זול,204,לא כשר,"ברנר 3, עפולה",0,1,1,1,0,0,1,0,1,עפולה,ברנר 3
קפה קפה הגעתון נהריה,8.4,1494,מחיר סביר,585,כשר,"שדרות הגעתון 35, נהריה",0,1,0,0,0,1,1,0,1,נהריה,שדרות הגעתון 35
תאי צ'ו,8,18,ציון העסק 8,234,לא כשר,"ילישביץ, פתח תקווה",1,0,0,0,0,0,1,0,0,פתח תקווה,ילישביץ
הצולנט הנתנייתי,8.5,53,מחיר זול,110,כשר,"אצ""ל 10, נתניה",0,0,1,0,0,0,0,0,0,נתניה,"אצ""ל 10"
אלרדא,7.9,1610,ציון העסק 7.9,0,לא כשר,"אל בישארה 21, נצרת",0,0,0,1,0,0,0,0,0,נצרת,אל בישארה 21
בליקר בייקרי,8.6,1874,מחיר סביר,337,כשר,"גלבוע 1, נוף הגליל",0,1,0,0,0,1,0,0,0,נוף הגליל,גלבוע 1
אצה סושי בר,7.5,116,מחיר סביר,404,כשר,"דרור 2, צור הדסה",1,0,0,0,0,0,1,0,1,צור הדסה,דרור 2
ביגה,0,10,מחיר סביר,0,לא כשר,"קניון חולון, חולון",0,0,0,0,0,1,0,0,0,חולון,קניון חולון
קפה אנסטסיה,9.3,8541,מחיר סביר,2172,מושגח ללא תעודה,"פרישמן 54, תל אביב יפו",0,0,0,0,0,1,1,0,1,תל אביב יפו,פרישמן 54
